title,link,source,published_date,snippet,sentiment
DeepSeek is bad for Silicon Valley. But it might be great for you.,https://www.vox.com/technology/397330/deepseek-openai-chatgpt-gemini-nvidia-china,Vox,2025-01-30 20:58:23.515271,"The DeepSeek saga that's transforming AI, explained.",Positive
DeepSeek is giving the world a window into Chinese censorship and information control,https://www.cnn.com/2025/01/29/china/deepseek-ai-china-censorship-moderation-intl-hnk/index.html,CNN,2025-01-30 20:58:23.515282,"Previously little-known Chinese startup DeepSeek has dominated headlines and app charts in recent days thanks to its new AI chatbot, which sparked a global...",Positive
DeepSeek says it built its chatbot cheap. What does that mean for AI's energy needs and the climate?,https://apnews.com/article/deepseek-ai-china-climate-fossil-fuels-00c594310b22afbf150559d08b43d3a5,AP News,2025-01-30 20:58:23.515289,Chinese artificial intelligence startup DeepSeek stunned markets and AI experts with its claim that it built its immensely popular chatbot at a fraction of...,Positive
"How DeepSeek stacks up against popular AI models, in three charts",https://www.nbcnews.com/data-graphics/deepseek-ai-comparison-openai-chatgpt-google-gemini-meta-llama-rcna189568,NBC News,2025-01-30 20:58:23.515296,The Chinese artificial intelligence model's innovative design allows it to outperform other popular models at significantly lower costs.,Positive
"China's DeepSeek AI rattles Wall Street, but questions remain",https://www.voanews.com/a/china-s-deepseek-ai-rattles-wall-street-but-questions-remain-/7952661.html,Voice of America English News,2025-01-30 20:58:23.515303,Chinese researchers backed by a Hangzhou-based hedge fund recently released a new version of a large language model (LLM) called DeepSeek-R1 that rivals the...,Neutral
DeepSeek AI is now on top of Apple's App Store,https://mashable.com/article/deepseek-chatgpt-apple-app-store,Mashable,2025-01-30 20:58:23.515310,"Chinese AI assistant DeepSeek has risen to the top of Apple's App Store, surpassing OpenAI's ChatGPT.",Positive
Nvidia and Microsoft shares steady after DeepSeek AI app shock,https://www.bbc.com/news/articles/c4gpq01rvd4o,BBC,2025-01-30 20:58:23.515317,US tech stocks were steady on Tuesday after they slumped on Monday following the sudden rise of Chinese-made artificial intelligence (AI) app DeepSeek.,Negative
"Why China Startup DeepSeek Could Spell Trouble For Nvidia, AI Stocks",https://www.investors.com/news/technology/deepseek-ai-stocks-nvidia-artificial-intelligence-capital-spending/,Investor's Business Daily,2025-01-30 20:58:23.515324,China's DeepSeek startup roiled artificial intelligence-driven stocks on Monday as Wall Street mulled huge investments by technology industry giants.,Negative
"DeepSeek AI Disrupts Industry with Low-Cost, High-Performance Model",https://www.channelinsider.com/news-and-trends/deepseek-ai-model-disrupts-industry/,Channel Insider,2025-01-31 20:58:23.515331,"Chinese AI startup DeepSeek challenges OpenAI with a low-cost, high-performance model, raising industry, security, and regulatory concerns.",Neutral
What's the big deal with DeepSeek AI?,https://the-cfo.io/2025/01/30/whats-the-big-deal-with-deepseek-ai/,The CFO,2025-01-30 20:58:23.515339,"For years, artificial intelligence has followed a familiar script: Silicon Valley builds, Wall Street reacts, and the world takes note. But DeepSeek...",Neutral
DeepSeek: What lies under the bonnet of the new AI chatbot?,https://www.bbc.com/future/article/20250131-what-does-deepseeks-new-app-mean-for-the-future-of-ai,BBC,2025-02-01 20:58:23.515346,Tumbling stock market values and wild claims have accompanied the release of a new AI chatbot by a small Chinese company. What makes it so different?,Negative
Opinion | DeepSeek AI Is the Competition America Needs,https://www.wsj.com/opinion/deepseek-is-the-competition-america-needs-on-ai-china-futility-of-us-policy-subsidies-sanctions-13818a0a,WSJ,2025-01-30 20:58:23.515353,"The success of DeepSeek, the Chinese rival to American goliaths with radically more cost-effective artificial intelligence, reveals the futility of U.S....",Neutral
DeepSeek: Making Sense of the Reaction—and Overreaction,https://www.cfr.org/article/deepseek-making-sense-reaction-and-overreaction,Council on Foreign Relations,2025-01-31 20:58:23.515360,CFR fellows weigh in on the global reaction to the release of Chinese AI model DeepSeek and what it means for U.S.-China competition.,Negative
DeepSeek vs. ChatGPT fuels debate over AI building blocks,https://www.voanews.com/a/deepseek-vs-chatgpt-fuels-debate-over-ai-building-blocks/7958031.html,Voice of America English News,2025-01-31 20:58:23.515367,"When Chinese startup DeepSeek released its AI model this month, it was hailed as a breakthrough, a sign that China's artificial intelligence companies could...",Negative
Taiwan bans government departments from using DeepSeek AI,https://www.reuters.com/technology/taiwan-bans-government-departments-using-deepseek-ai-2025-02-03/,Reuters,2025-02-03 20:58:23.515374,"Taiwan on Monday banned government departments from using Chinese startup DeepSeek's artificial intelligence (AI) service as it was a security risk,...",Neutral
Dutch privacy watchdog to launch investigation into China's DeepSeek AI,https://www.reuters.com/technology/artificial-intelligence/dutch-privacy-watchdog-launch-investigation-into-chinas-deepseek-ai-2025-01-31/,Reuters,2025-01-31 20:58:23.515381,The Netherlands' privacy watchdog AP on Friday said it will launch an investigation into Chinese artificial intelligence firm DeepSeek's data collection...,Neutral
DeepSeek’s Popular AI App Is Explicitly Sending US Data to China,https://www.wired.com/story/deepseek-ai-china-privacy-data/,WIRED,2025-01-30 20:58:23.515388,"Amid ongoing fears over TikTok, Chinese generative AI platform DeepSeek says it's sending heaps of US user data straight to its home country,...",Positive
DeepSeek AI skyrockets in popularity; Alibaba and ChatGPT launch new AI models,https://www.usatoday.com/story/tech/news/2025/01/31/deepseek-ai-trump-wakeup-call/78097990007/,USA Today,2025-01-31 20:58:23.515449,"Competition is heating up for artificial intelligence — this time with a shakeup from the Chinese startup DeepSeek, which released an AI model that the...",Positive
China's DeepSeek AI Model Shocks the World: Should You Sell Your Nvidia Stock?,https://www.fool.com/investing/2025/01/27/chinas-deepseek-ai-model-shocks-world-sell-nvidia/,The Motley Fool,2025-01-30 20:58:23.515490,"Could Nvidia's (NVDA 3.08%) magical two-year run be coming to an end? Up until now, there has been insatiable demand for Nvidia's latest and greatest...",Negative
7 Ways to Think About the DeepSeek AI Freak-out,https://nymag.com/intelligencer/article/deepseek-r1-ai-panic-impact-commentary-analysis.html,New York Magazine,2025-01-30 20:58:23.515523,"Last week, a Chinese AI company called DeepSeek triggered a shock wave of excitement and panic in the artificial-intelligence community after it released...",Neutral
Trump: DeepSeek's AI should be a 'wakeup call' to US industry,https://www.reuters.com/world/us/trump-deepseeks-ai-should-be-wakeup-call-us-industry-2025-01-27/,Reuters,2025-01-30 20:58:23.515536,U.S. President Donald Trump said on Monday that Chinese startup DeepSeek's technology should act as spur for American companies and said it was good that...,Neutral
DeepSeek AI claims services are facing ‘large-scale malicious attacks’,https://cyberscoop.com/deepseek-website-malicious-attack-ai-china/,CyberScoop,2025-01-30 20:58:23.515544,"As its low-cost AI model receives accolades, the Chinese company says ongoing attacks on its services are making it harder for new users to sign up.",Neutral
Apple researchers reveal the secret sauce behind DeepSeek AI,https://www.zdnet.com/article/apple-researchers-reveal-the-secret-sauce-behind-deepseek-ai/,ZDNET,2025-01-30 20:58:23.515551,The AI model that shook the world is part of a broad trend to squeeze more out of chips using what's called sparsity.,Neutral
"White House ""looking into"" national security implications of DeepSeek's AI",https://www.axios.com/2025/01/28/deepseek-ai-national-security-trump,Axios,2025-01-30 20:58:23.515558,"Trump called the Chinese startup's breakthroughs a ""wake-up call"" for the U.S. AI industry,",Positive
DeepSeek’s AI Restricted by ‘Hundreds’ of Companies in Days,https://www.insurancejournal.com/news/international/2025/01/31/810314.htm,Insurance Journal,2025-01-31 20:58:23.515565,Companies and government agencies around the world are moving to restrict their employees' access to the tools recently released by the Chinese...,Negative
What DeepSeek’s AI Did That Everyone Else’s Didn’t,https://gizmodo.com/what-deepseeks-ai-did-that-everyone-else-didnt-2000555731,Gizmodo,2025-01-30 20:58:23.515573,The Chinese AI company DeepSeek exploded into the news cycle over the weekend after it replaced OpenAI's ChatGPT as the most downloaded app on the Apple App...,Neutral
DeepSeek Is a Win for China in the A.I. Race. Will the Party Stifle It?,https://www.nytimes.com/2025/02/02/world/asia/deepseek-china-ai-censorship.html,The New York Times,2025-02-02 20:58:23.515580,DeepSeek's success embodies China's ambitions in artificial intelligence. But it could also threaten the grip on power the nation's leaders hold.,Positive
Nvidia Reels After China’s A.I. Breakthrough,https://www.nytimes.com/2025/01/27/business/deepseek-nvidia-ai-chips.html,The New York Times,2025-01-30 20:58:23.515587,"Nvidia, which soared to the top of the stock market by selling the computer chips fueling the world's artificial intelligence boom, has been dealt a tough...",Neutral
DeepSeek AI Energy Breakthrough Still Faces a Problem,https://www.city-journal.org/article/china-deepseek-ai-energy-power,City Journal,2025-01-30 20:58:23.515594,"More efficient AI means we need more power, not less.",Negative
Wiz researchers find sensitive DeepSeek data exposed to internet,https://cyberscoop.com/deepseek-ai-security-issues-wiz-research/,CyberScoop,2025-01-30 20:58:23.515601,"A security issue at Chinese artificial intelligence firm DeepSeek exposed over a million lines of sensitive internal data, according to Wiz.",Negative
DeepSeek leaves US AI firms racing to understand its success,https://www.reuters.com/technology/artificial-intelligence/american-ai-firms-try-poke-holes-disruptive-deepseek-2025-01-28/,Reuters,2025-01-30 20:58:23.515608,Developers at leading U.S. AI firms are praising the DeepSeek AI models that have leapt into prominence while also trying to poke holes in the notion that...,Positive
China’s DeepSeek AI signals faster path to space autonomy,https://spacenews.com/chinas-deepseek-ai-could-accelerate-space-autonomy/,SpaceNews,2025-01-31 20:58:23.515615,"The emergence of China's DeepSeek has shaken up the artificial intelligence sector, promising new opportunities for space companies beginning to explore...",Neutral
U.S. Navy bans use of DeepSeek due to 'security and ethical concerns',https://www.cnbc.com/2025/01/28/us-navy-restricts-use-of-deepseek-ai-imperative-to-avoid-using.html,CNBC,2025-01-30 20:58:23.515622,"The U.S. Navy issued a warning to its members to avoid using DeepSeek ""in any capacity,"" due to ""potential security and ethical concerns.""",Positive
"DeepSeek AI is next year’s nightmare for Nvidia, today",https://sherwood.news/markets/deepseek-ai-is-next-years-nightmare-for-nvidia-today/,Sherwood News,2025-01-30 20:58:23.515629,Nvidia has uniquely high growth expectations for 2026 at a time of surging skepticism on the longevity of the AI capex boom....,Neutral
How China’s new AI model DeepSeek is threatening U.S. dominance,https://www.cnbc.com/2025/01/24/how-chinas-new-ai-model-deepseek-is-threatening-us-dominance.html,CNBC,2025-01-23 20:58:23.515636,A little-known artificial intelligence lab out of China has ignited panic throughout Silicon Valley after releasing AI models that can outperform America's...,Negative
AI Stocks Tumble as Chinese DeepSeek’s AI Advances,https://www.morningstar.com/stocks/tech-stocks-slide-chinese-ai-disruption,Morningstar,2025-01-30 20:58:23.515643,Chip stocks and other AI-related plays take a hit as DeepSeek's AI model claims a reduced need for microchips.,Neutral
Why is DeepSeek AI suddenly so popular?,https://bgr.com/tech/why-is-deepseek-ai-suddenly-so-popular/,Boy Genius Report,2025-01-30 20:58:23.515650,Chinese startup DeepSeek is the talk of the town as its affordable R1 models challenge the supremacy of ChatGPT.,Positive
DeepSeek’s AI Model Just Upended the White-Hot US Power Market,https://www.bloomberg.com/news/articles/2025-01-28/deepseek-s-ai-model-just-upended-the-white-hot-us-power-market,Bloomberg,2025-01-30 20:58:23.515657,It took just a single day's trading for Chinese artificial intelligence company DeepSeek to upend the US power market's yearlong hot streak premised on a...,Neutral
DeepSeek AI Fallout Spreads to Manufacturing Stocks. These Have the Most Risk.,https://www.barrons.com/articles/deepseek-ai-fallout-stocks-manufacturing-4f7cbc2b,Barron's,2025-01-30 20:58:23.515664,"Shares of Eaton, Schneider Electric, Trane, Amphenol, and others are all selling off after the Chinese AI app DeepSeek spooked investors.",Negative
Amazon Cloud Offers DeepSeek AI Models As Meta Open Source Rivalry Grows,https://www.investors.com/news/technology/amazon-stock-deepseek-meta-open-source-ai-model-rivalry/,Investor's Business Daily,2025-01-31 20:58:23.515671,"Amazon.com (AMZN) has joined Microsoft (MSFT) in offering access to Chinese startup DeepSeek's low-cost, open-source artificial intelligence training models...",Positive
"AI Disruption: The DeepSeek Effect on Wall Street, Governments and Beyond",https://www.govtech.com/blogs/lohrmann-on-cybersecurity/ai-disruption-the-deepseek-effect-on-wall-street-governments-and-beyond,GovTech,2025-02-02 20:58:23.515679,The past week has been full of headlines regarding DeepSeek AI. So what lessons can we learn from this whirlwind of media stories and the corresponding...,Negative
China's DeepSeek may erase America's lead in AI. And wreck your 401(k). | Opinion,https://www.usatoday.com/story/opinion/2025/01/29/deepseek-ai-nvidia-stock-openai-google-meta/77992395007/,USA Today,2025-01-30 20:58:23.515686,China's DeepSeek narrows America's advantages on artificial intelligence and threatens U.S. tech companies' business models.,Negative
​How DeepSeek AI just changed the game for LLMs,https://www.thedrum.com/opinion/2025/01/27/how-deepseek-ai-just-changed-the-game-llms,The Drum,2025-01-30 20:58:23.515693,The Drum's Gordon Young reacts to the news that OpenAI has a new and surprising rival to contend with in China's DeepSeek.,Neutral
"DeepSeek AI Is 'Good News' For Enterprise Software, Says SAP CEO",https://www.investors.com/news/technology/deepseek-ai-enterprise-software-sap-nvidia/,Investor's Business Daily,2025-01-30 20:58:23.515700,"DeepSeek's AI technology, which roiled the tech market this week, is 'good news' for enterprise software companies like SAP, its CEO said.",Positive
"Generator, advanced nuclear stocks reel as low-cost DeepSeek chills AI load growth outlook",https://www.utilitydive.com/news/ipp-stocks-reel-as-low-cost-deepseek-chills-ai-load-growth-thesis/738482/,Utility Dive,2025-01-30 20:58:23.515707,"Among the hardest hit were companies with large existing gas and nuclear fleets, along with advanced nuclear technology providers expected to benefit from...",Positive
What DeepSeek’s AI Innovation Means For Investors And Big Tech,https://www.forbes.com/sites/garthfriesen/2025/01/29/deepseeks-ai-innovation-what-it-means-for-investors-and-big-tech/,Forbes,2025-01-30 20:58:23.515714,"Necessity drives innovation, and when resources are limited, creativity takes over. China's DeepSeek exemplifies this with its latest R1 open-source...",Positive
Do China’s A.I. Advances Mean U.S. Technology Controls Have Failed?,https://www.nytimes.com/2025/01/28/business/economy/deepseek-china-us-chip-controls.html,The New York Times,2025-01-30 20:58:23.515721,"DeepSeek's A.I. models show that China is making rapid gains in the field, despite American efforts to hinder it.",Negative
Public DeepSeek AI database exposes API keys and other user data,https://www.zdnet.com/article/public-deepseek-ai-database-exposes-api-keys-and-other-user-data/,ZDNET,2025-01-31 20:58:23.515728,"Beyond investor and CEO panic, DeepSeek presents a host of security concerns. Here's what the experts think you should know.",Negative
DeepSeek AI Chatbot,https://www.bc.edu/content/bc-web/offices/its/about/its-news/2025/deepseek-warning.html,Boston College,2025-01-30 20:58:23.515735,"Please be aware, due to data privacy concerns, the BC University Tech Acquisition process, also known as Get Tech, has placed the AI chatbot DeepSeek on the...",Neutral
Here Are the Stock Market Winners and Losers from the DeepSeek AI Upheaval,https://www.investopedia.com/stock-market-winners-and-losers-of-deepseek-ai-upheaval-nvda-meta-now-8783765,Investopedia,2025-02-01 20:58:23.515743,"AI stocks had a volatile week as Wall Street reckoned with the implications of a sophisticated, cost-efficient AI model from Chinese start-up DeepSeek.",Negative
Why Apple Stock Dodged the DeepSeek AI Rout,https://www.investopedia.com/why-apple-stock-dodged-deepseek-ai-rout-update-8781143,Investopedia,2025-01-30 20:58:23.515750,"Apple was one of the few mega-cap tech stocks rising on Monday amid a rout that sank shares of cloud hyperscalers, AI chip makers and nuclear power...",Neutral
DeepSeek just taught the AI industry 5 hard lessons,https://mashable.com/article/deepseek-ai-lessons,Mashable,2025-01-30 20:58:23.515757,"China's DeepSeek is teaching American AI companies like OpenAI, Google, Microsoft and Anthropic a series of hard-to-swallow lessons.",Negative
Matt Egan explains why China's AI model is causing US stocks to drop,https://www.cnn.com/2025/01/27/business/video/deepseek-ai-model-r1-china-digvid,CNN,2025-01-30 20:58:23.515764,"CNN's Matt Egan reports on a new Chinese AI model called R1, which was created by the company DeepSeek. The R1 model is causing US stocks to drop and is...",Negative
What Is DeepSeek and How Should It Change How You Invest in AI?,https://www.investopedia.com/deepseek-ai-investing-8782152,Investopedia,2025-01-31 20:58:23.515777,"The generative AI industry in the U.S. is getting a wake-up call, as are jittery investors who have seen their stocks rise with the AI boom in the last few...",Neutral
"As Nvidia Stock Rises, Here’s Why DeepSeek AI Worries Are Overblown",https://www.barrons.com/articles/nvidia-stock-deepseek-ai-99f63cf1,Barron's,2025-01-30 20:58:23.515785,Nvidia stock rises after the chip maker saw its market value drop by $593 billion on Monday—the biggest one-day drop for any listed company on record.,Negative
What DeepSeek's Technology Could Mean for Tech Stocks | Investing,https://money.usnews.com/investing/articles/what-deepseek-ai-means-for-tech-stocks,US News Money,2025-01-30 20:58:23.515792,Chinese artificial intelligence startup DeepSeek rattled the U.S. technology sector after the company recently unveiled an AI model that is competitive with...,Neutral
Chinese tech startup DeepSeek says it was hit with ‘large-scale malicious attacks’,https://apnews.com/article/deepseek-ai-artificial-intelligence-be414acadbf35070d7645fe9fbd8f464,AP News,2025-01-30 20:58:23.515799,Chinese tech startup DeepSeek said it was hit by a cyber attack on Monday that disrupted users' ability to register on the site.,Neutral
"DeepSeek’s AI Shockwave Hits Nvidia Hard, Wiping Out Billions",https://www.forbes.com/sites/greatspeculations/2025/02/03/deepseeks-ai-shockwave-hits-nvidia-hard-wiping-out-billions/,Forbes,2025-02-03 20:58:23.515806,"The artificial intelligence revolution is moving at lightning speed, and one of the biggest stories from last week underscores just how critical the...",Negative
Interactive: DeepSeek AI bursts the bubble for US gas-fired power growth,https://www.spglobal.com/commodity-insights/en/news-research/latest-news/natural-gas/020325-interactive-us-ai-datacenters-power-natural-gas-demand,S&P Global,2025-02-03 20:58:23.515813,"On a chilly day in late January, obscure Chinese artificial intelligence company DeepSeek AI put the US natural gas market on its heels, breaking news that...",Positive
DeepSeek: How China's 'AI heroes' overcame US curbs to stun Silicon Valley,https://www.bbc.com/news/articles/czepw096wy4o,BBC,2025-01-30 20:58:23.515830,"When ChatGPT stormed the world of artificial intelligence (AI), an inevitable question followed: did it spell trouble for China, America's biggest tech...",Positive
"Q&A: What Is DeepSeek, the Bargain AI Roiling the Stock Market?",https://news.darden.virginia.edu/2025/01/29/qa-what-is-deepseek-the-bargain-ai-roiling-the-stock-market/,Darden Report Online,2025-01-30 20:58:23.515852,"January 29, 2025 Just a week or so ago, a little-known Chinese technology company called DeepSeek quietly debuted an artificial intelligence app.",Positive
What is DeepSeek and why is it disrupting the AI sector?,https://www.reuters.com/technology/artificial-intelligence/what-is-deepseek-why-is-it-disrupting-ai-sector-2025-01-27/,Reuters,2025-01-30 20:58:23.515862,"BEIJING, Jan 27 (Reuters) - Chinese startup DeepSeek's launch of its latest AI models, which it says are on a par or better than industry-leading models in...",Neutral
Q&A: DeepSeek AI assistant and the future of AI,https://www.psu.edu/news/research/story/qa-deepseek-ai-assistant-and-future-ai,Penn State University,2025-01-31 20:58:23.515870,"UNIVERSITY PARK, Pa. — News that artificial intelligence (AI) assistant DeepSeek can compete with models like ChatGPT and Gemini for a fraction of the cost...",Neutral
DeepSeek R1 is now available on Azure AI Foundry and GitHub,https://azure.microsoft.com/en-us/blog/deepseek-r1-is-now-available-on-azure-ai-foundry-and-github/,Microsoft Azure,2025-01-30 20:58:23.515877,"DeepSeek R1, available through the model catalog on Microsoft Azure AI Foundry and GitHub, enables businesses to seamlessly integrate advanced AI.",Neutral
DeepSeek AI: How to try DeepSeek R1 right now,https://mashable.com/article/deepseek-ai-r1-how-to-try-iphone-desktop,Mashable,2025-01-30 20:58:23.515885,"A new super-powered, open-source AI model called DeepSeek R1 is rattling the industry this week, after it was unexpectedly dropped into the laps of...",Neutral
WashU Expert: How DeepSeek changes the AI industry,https://source.washu.edu/2025/02/washu-expert-how-deepseek-changes-the-ai-industry/,The Source | Washington University in St. Louis,2025-02-03 20:58:23.515892,DeepSeek AI surged in popularity in the past week after analysts showed that it was trained much more efficiently compared with models like Open AI ChatGPT...,Neutral
"What is DeepSeek, the Chinese AI startup that shook the tech world?",https://www.cnn.com/2025/01/27/tech/deepseek-ai-explainer/index.html,CNN,2025-01-30 20:58:23.515899,"A surprisingly efficient and powerful Chinese AI model has taken the technology industry by storm. It's called DeepSeek R1, and it's rattling nerves on Wall...",Negative
"What is DeepSeek, the Chinese AI company upending the stock market?",https://apnews.com/article/deepseek-ai-china-f4908eaca221d601e31e7e3368778030,AP News,2025-01-30 20:58:23.515906,A frenzy over an artificial intelligence chatbot made by Chinese tech startup DeepSeek was upending stock markets Monday and fueling debates over the...,Neutral
Why DeepSeek’s AI Model Just Became the Top-Rated App in the U.S.,https://www.scientificamerican.com/article/why-deepseeks-ai-model-just-became-the-top-rated-app-in-the-u-s/,Scientific American,2025-01-30 20:58:23.515913,"A Chinese start-up has stunned the technology industry—and financial markets—with a cheaper, lower-tech AI assistant that matches the state of the art.",Neutral
How DeepSeek’s AI Stacks Up Against OpenAI’s Model,https://www.wsj.com/articles/how-deepseeks-ai-stacks-up-against-openais-model-e938c3d6,WSJ,2025-01-30 20:58:23.515920,"It's impossible to look at the Chinese artificial intelligence startup DeepSeek's new AI model without comparing it against OpenAI, the dominant American...",Neutral
"What we know on DeepSeek AI: How it rivals ChatGPT, stock market impact, security concerns and more",https://www.nbcnews.com/tech/tech-news/deepseek-ai-model-china-chat-gpt-tech-stocks-what-know-rcna189604,NBC News,2025-01-30 20:58:23.515927,Chinese tech startup DeepSeek has come roaring into public view shortly after it released a model of its artificial intelligence service that seemingly is...,Positive
How Chinese AI Startup DeepSeek Made a Model that Rivals OpenAI,https://www.wired.com/story/deepseek-china-model-ai/,WIRED,2025-01-23 20:58:23.515934,"On January 20, DeepSeek, a relatively unknown AI research lab from China, released an open source model that's quickly become the talk of the town in Silicon...",Neutral
‘Game changer’? What ‘DeepSeek’ AI means for electricity.,https://www.eenews.net/articles/game-changer-what-deepseek-ai-means-for-electricity/,E&E News by POLITICO,2025-01-30 20:58:23.515941,"The emergence of Chinese artificial intelligence company DeepSeek is challenging conclusions about future electricity demand because of data centers,...",Neutral
Stunning breakthroughs from China's DeepSeek AI alarm U.S. rivals,https://www.axios.com/2025/01/27/deepseek-ai-model-china-openai-rival,Axios,2025-01-30 20:58:23.515948,"Breakthroughs from Chinese AI startup DeepSeek have stunned Silicon Valley and could bring turbulence to Wall Street, as they were accomplished at a...",Positive
DeepSeek's AI claims have shaken the world — but not everyone's convinced,https://www.cnbc.com/2025/01/30/chinas-deepseek-has-some-big-ai-claims-not-all-experts-are-convinced-.html,CNBC,2025-01-30 20:58:23.515955,DeepSeek claims its R1 outperforms OpenAI's latest o1 model despite costing a fraction of the price the U.S. AI lab charges for its large language models.,Negative
DeepSeek sparks AI stock selloff; Nvidia posts record market-cap loss,https://www.reuters.com/technology/chinas-deepseek-sets-off-ai-market-rout-2025-01-27/,Reuters,2025-01-30 20:58:23.515963,Global investors are worried the emergence of a low-cost Chinese AI model will threaten the dominance of AI leaders.,Negative
Tech stocks fall as China's DeepSeek sparks U.S. worries about the AI race,https://www.nbcnews.com/business/markets/tech-stocks-react-chinas-deepseek-sparks-us-worries-ai-race-rcna189394,NBC News,2025-01-30 20:58:23.515970,"DeepSeek released an open-source artificial intelligence model in December, saying it took only two months and less than $6 million to create it.",Negative
"DeepSeek AI might be smarter than OpenAI's smartest AI, and you can try it out now",https://mashable.com/article/deepseek-ai-hands-on,Mashable,2025-01-23 20:58:23.515977,"China's AI company DeepSeek has launched its most capable LLM, DeepSeek R1, as a free web app for anyone to try out.",Positive
Microsoft rolls out DeepSeek's AI model on Azure,https://www.reuters.com/technology/artificial-intelligence/microsoft-rolls-out-deepseeks-ai-model-azure-2025-01-29/,Reuters,2025-01-30 20:58:23.515991,Microsoft has made Chinese startup DeepSeek's R1 artificial intelligence model available on its Azure cloud computing platform and GitHub tool for...,Neutral
China's DeepSeek AI is watching what you type,https://www.nbcnews.com/tech/security/deepseek-ai-comes-data-safety-concerns-chatgpt-openai-rcna189521,NBC News,2025-01-30 20:58:23.515999,"The app collects data similar to what American-based AI models collect, but Chinese laws could make it more accessible to the government. China's DeepSeek...",Neutral
First Impressions of DeepSeek’s A.I. Chatbot,https://www.nytimes.com/2025/01/27/technology/deepseek-ai-chatbot-first-impressions.html,The New York Times,2025-01-30 20:58:23.516006,"A new chatbot created by the Chinese company DeepSeek is the talk of the A.I. world, and has sent a jolt through the U.S. stock market. Not only does it...",Positive
Truth struggles against propaganda and censorship on China’s DeepSeek AI,https://www.voanews.com/a/truth-struggles-against-propaganda-and-censorship-on-china-s-deepseek-ai/7955109.html,Voice of America English News,2025-01-30 20:58:23.516013,"Just one week after its initial release, China's new artificial intelligence assistant, DeepSeek, has shocked American financial markets,...",Negative
"Chips, China, and a Lot of Money: The Factors Driving the DeepSeek AI Turmoil",https://carnegieendowment.org/posts/2025/01/deepseek-ai-china-chips-explainer?lang=en,Carnegie Endowment for International Peace,2025-01-30 20:58:23.516021,Two experts discuss the Chinese AI startup that's causing global turbulence and what they're watching for in the coming weeks.,Negative
DeepSeek hit by cyberattack as users flock to Chinese AI startup,https://www.reuters.com/technology/artificial-intelligence/chinese-ai-startup-deepseek-overtakes-chatgpt-apple-app-store-2025-01-27/,Reuters,2025-01-30 20:58:23.516028,Jan 27 (Reuters) - Chinese startup DeepSeek said on Monday it will temporarily limit registrations due to a cyberattack after the company's AI assistant...,Neutral
Trump says China's DeepSeek AI ‘should be a wake-up call’,https://www.nbcnews.com/tech/innovation/trump-china-deepseek-ai-wake-call-rcna189526,NBC News,2025-01-30 20:58:23.516035,President Donald Trump said Monday that the sudden rise of Chinese AI app DeepSeek “should be a wake-up call” for America's tech companies.,Neutral
"What is DeepSeek AI? (Features, OpenAI Comparison, & More)",https://explodingtopics.com/blog/deepseek-ai,Exploding Topics,2025-01-31 20:58:23.516042,"Founded in 2023, DeepSeek began researching and developing new AI tools - specifically open-source large language models. Fast-forward less than two years,...",Neutral
Alibaba releases AI model it says surpasses DeepSeek,https://www.reuters.com/technology/artificial-intelligence/alibaba-releases-ai-model-it-claims-surpasses-deepseek-v3-2025-01-29/,Reuters,2025-01-30 20:58:23.516087,The unusual timing of the Qwen 2.5-Max's release points to the pressure DeepSeek's meteoric rise in the past three weeks has placed on overseas rivals and...,Neutral
DeepSeek AI: What you need to know about the ChatGPT rival,https://mashable.com/article/deepseek-ai-chatgpt-rival-what-to-know,Mashable,2025-01-30 20:58:23.516100,"In a matter of days, DeepSeek has surged to the top of AI industry consciousness. Here's why it's suddenly become a major threat to OpenAI and ChatGPT.",Neutral
"Cloud Giants Offer DeepSeek AI, Restricted by Many Orgs, to Devs",https://virtualizationreview.com/Articles/2025/01/30/Cloud-Giants-Offer-DeepSeek-AI-Restricted-by-Many-Orgs.aspx,Virtualization Review,2025-01-30 20:58:23.516109,"Microsoft, Amazon and Google have all embraced new open-source DeepSeek AI technology from a Chinese company, despite its usage being banned by many...",Negative
DeepSeek AI shakes American swagger and upends assumptions,https://www.bbc.com/news/articles/cd643wx888qo,BBC,2025-01-30 20:58:23.516117,"The speed at which the new Chinese AI app DeepSeek has shaken the technology industry, the markets and the bullish sense of American superiority in the...",Neutral
"DeepSeek AI raises national security concerns, U.S. officials say",https://www.cbsnews.com/news/deepseek-ai-raises-national-security-concerns-trump/,CBS News,2025-01-30 20:58:23.516124,"As Chinese AI application DeepSeek attracts hordes of American users, Trump administration officials, lawmakers and cybersecurity experts are expressing...",Positive
Italy Bans Chinese DeepSeek AI Over Data Privacy and Ethical Concerns,https://thehackernews.com/2025/01/italy-bans-chinese-deepseek-ai-over.html,The Hacker News,2025-01-31 20:58:23.516131,"Italy's data protection watchdog has blocked Chinese artificial intelligence (AI) firm DeepSeek's service within the country, citing a lack of information...",Positive
China's DeepSeek AI dethrones ChatGPT on App Store: Here's what you should know,https://www.cnbc.com/2025/01/27/chinas-deepseek-ai-tops-chatgpt-app-store-what-you-should-know.html,CNBC,2025-01-30 20:58:23.516139,"The buzz around Chinese AI startup DeepSeek began picking up steam earlier this month, when the startup released R1, its model that rivals OpenAI's o1.",Neutral
